value,type
-2.956405763638367,variable 2
-2.888388511864467,variable 2
-2.997797971923383,variable 2
-2.965644350020745,variable 2
-2.9324394809343257,variable 2
-2.9143605002687196,variable 2
-2.9590314264496977,variable 2
-2.966842204620934,variable 2
-2.976560940670955,variable 2
-2.9547530695855735,variable 2
-2.965159819738961,variable 2
-2.9986712888680724,variable 2
-2.992995329988356,variable 2
-2.994961386835869,variable 2
-2.9935226986680363,variable 2
-2.7193807677819017,variable 2
-2.9854659418549008,variable 2
-2.9886386231203255,variable 2
-2.9942673901878956,variable 2
-2.9454688875952217,variable 2
-2.9591465678860978,variable 2
-2.9359054199797643,variable 2
-2.956202294132517,variable 2
-2.9962889505618375,variable 2
-2.9811089486722206,variable 2
-2.9686708103945385,variable 2
-2.8171797751105196,variable 2
-2.947027169392258,variable 2
-2.9924474382745805,variable 2
-2.94766118455268,variable 2
-2.9948353024535552,variable 2
-2.978215106381048,variable 2
-2.787769469866664,variable 2
-2.9814020346634447,variable 2
-2.9913280625198895,variable 2
-2.8905073118513327,variable 2
-2.9821588931243452,variable 2
-2.99282085699866,variable 2
-2.9917094336333663,variable 2
-2.9948848635194283,variable 2
-2.7848101216467738,variable 2
-2.986122733345711,variable 2
-2.9612506441421,variable 2
-2.9967778256684316,variable 2
-2.997667068865514,variable 2
-2.9991052846141746,variable 2
-2.9927702508843153,variable 2
-2.973466895724086,variable 2
-2.990544476586434,variable 2
-2.996545631645345,variable 2
-2.9898610005702664,variable 2
-2.996089432198154,variable 2
-2.9828218117486607,variable 2
-2.983665981862005,variable 2
-2.934597226871425,variable 2
-2.9819875624379306,variable 2
-2.9707172873008756,variable 2
-2.949762003979541,variable 2
-2.9818417781761406,variable 2
-2.9655320287836453,variable 2
-2.9403369480236425,variable 2
-2.9440037439537514,variable 2
-2.9988657466203215,variable 2
-2.998151241253986,variable 2
-2.986338313961246,variable 2
-2.996061774202988,variable 2
-2.996323215267547,variable 2
-2.9846234896294552,variable 2
-2.9808996669789805,variable 2
-2.953022197317664,variable 2
-2.98276058336081,variable 2
-2.989814918227388,variable 2
-2.9934987856684887,variable 2
-2.975749031060772,variable 2
-2.863341262516,variable 2
-2.991467984489226,variable 2
-2.994067269131875,variable 2
-2.9967090027844963,variable 2
-2.9733651394975626,variable 2
-2.9956500394209047,variable 2
-2.9876571078694925,variable 2
-2.993606364103415,variable 2
-2.993176900718219,variable 2
-2.9912364132005025,variable 2
-2.994989819312163,variable 2
-2.9948405276959136,variable 2
-2.9469307386182195,variable 2
-2.9697184500137324,variable 2
-2.9376972056894095,variable 2
-2.9829506533410513,variable 2
-2.949560731938628,variable 2
-2.9036891238002944,variable 2
-2.9913128076753503,variable 2
-2.984693264509601,variable 2
-2.9890898836398074,variable 2
-2.993952537125424,variable 2
-2.9968601196566382,variable 2
-2.9980534791168263,variable 2
-2.9990782107008935,variable 2
-2.9940343085893946,variable 2
-2.9926294055502334,variable 2
-2.9935347467884985,variable 2
-2.9979501338439967,variable 2
-2.9951468414239564,variable 2
-2.991998811849876,variable 2
-2.998732610308184,variable 2
-2.94747543792365,variable 2
-2.9668614449653976,variable 2
-2.9963407591977114,variable 2
-2.985375666845832,variable 2
-2.856547280718313,variable 2
-2.9866049444788323,variable 2
-2.953420675731463,variable 2
-2.9873236157233216,variable 2
-2.986454872655162,variable 2
-2.944530333857585,variable 2
-2.9939717345226904,variable 2
-2.988918209375813,variable 2
-2.9897494380669882,variable 2
-2.97934648158271,variable 2
-2.954525936173921,variable 2
-2.9118159647133974,variable 2
-2.9885367523679416,variable 2
-2.9962584007887085,variable 2
-2.9738930893959825,variable 2
-2.9953735897424045,variable 2
-2.9678107355024004,variable 2
-2.778247625243415,variable 2
-2.9776962641516374,variable 2
-2.9808426245113093,variable 2
-2.996889867748748,variable 2
-2.996660980659866,variable 2
-2.9930673381227697,variable 2
-2.9936534814737525,variable 2
-2.915895726578584,variable 2
-2.931642796105644,variable 2
-2.881620305543124,variable 2
-2.963514834708112,variable 2
-2.969739708876477,variable 2
-2.96042169165239,variable 2
-2.9112985154047575,variable 2
-2.9952408614286434,variable 2
-2.9919624098053057,variable 2
-2.9907408240153712,variable 2
-2.99665752341047,variable 2
-2.979510883454601,variable 2
-2.948773817597369,variable 2
-2.958328638510404,variable 2
-2.6452060617817885,variable 2
-2.984722160815628,variable 2
-2.9717349640919726,variable 2
-2.971993899903347,variable 2
-2.980994129339802,variable 2
-2.9810071566563656,variable 2
-2.99775727229592,variable 2
-2.985550633728299,variable 2
-2.990817964339882,variable 2
-2.9614237571372093,variable 2
-2.9858461677097785,variable 2
-2.9981677759250096,variable 2
-2.9884697261084336,variable 2
-2.981259177968948,variable 2
-2.991713556564323,variable 2
-2.991368447201238,variable 2
-2.9078098501339946,variable 2
-2.995966488687549,variable 2
-2.9882480040436614,variable 2
-2.9915904183597553,variable 2
-2.940035286908658,variable 2
-2.9489541242480537,variable 2
-2.997982215400502,variable 2
-2.994214343241162,variable 2
-2.9488448451041074,variable 2
-2.9640205379582456,variable 2
-2.9919436676483326,variable 2
-2.9698665462663194,variable 2
-2.9889873829951945,variable 2
-2.973297239978373,variable 2
-2.9904966047769945,variable 2
-2.9958605451092724,variable 2
-2.994861879610919,variable 2
-2.943411745468181,variable 2
-2.95981286502328,variable 2
-2.9897709116657203,variable 2
-2.8320708998342643,variable 2
-2.990952188647688,variable 2
-2.992658738486101,variable 2
-2.9982324601306827,variable 2
-2.991755301240257,variable 2
-2.9934606771886063,variable 2
-2.994405572795735,variable 2
-2.9941122777948164,variable 2
-2.886117915008166,variable 2
-2.9896289568623704,variable 2
-2.9913997700239214,variable 2
-2.9897649992682025,variable 2
-2.972445103159899,variable 2
-2.8764516675913123,variable 2
-2.9844922429940066,variable 2
-2.983826618696251,variable 2
-2.941634934014718,variable 2
-2.96053824318844,variable 2
-2.9948433121058824,variable 2
-2.98394002792902,variable 2
-2.9949657903551823,variable 2
-2.936454235058285,variable 2
-2.9941108691267395,variable 2
-2.9912617305734073,variable 2
-2.9984907674814005,variable 2
-2.994597533884238,variable 2
-2.9980334084598783,variable 2
-2.9913682324652506,variable 2
-2.9923746427748794,variable 2
-2.9670563679789526,variable 2
-2.9876552181928044,variable 2
-2.9964280422186897,variable 2
-2.9847691808389842,variable 2
-2.97890032462186,variable 2
-2.997868634378943,variable 2
-2.984835104787091,variable 2
-2.983692394388445,variable 2
-2.973692869561407,variable 2
-2.9757037002938493,variable 2
-2.9863956914170573,variable 2
-2.9876132086758185,variable 2
-2.9935943002356478,variable 2
-2.9978186509989615,variable 2
-2.998457318772443,variable 2
-2.9987394031232495,variable 2
-2.887502353707736,variable 2
-2.999180656945723,variable 2
-2.996466050488445,variable 2
-2.998127591663916,variable 2
-2.988484425502552,variable 2
-2.7944311041490746,variable 2
-2.994552473684659,variable 2
-2.998354682128371,variable 2
-2.998324547511484,variable 2
-2.975211250548853,variable 2
-2.9178664303128627,variable 2
-2.981420466169023,variable 2
-2.8315658050027612,variable 2
-2.959229241241215,variable 2
-2.9947076347512285,variable 2
-2.9835540328339496,variable 2
-2.9892819578225973,variable 2
-2.9890922886828655,variable 2
-2.982320102587891,variable 2
-2.974268705584999,variable 2
-2.956514548889542,variable 2
-2.9818872377846555,variable 2
-2.9902145275840537,variable 2
-2.9957212601900314,variable 2
-2.990307085952454,variable 2
-2.9907609304616507,variable 2
-2.965286828917593,variable 2
-2.9995681838241692,variable 2
-2.9970408772528963,variable 2
-2.997711139847978,variable 2
-2.9579425260263275,variable 2
-2.7597146855427526,variable 2
-2.9872942326823906,variable 2
-2.9879098091793685,variable 2
-2.9484252939320856,variable 2
-2.9971948859030006,variable 2
-2.9809109430042704,variable 2
-2.984677138632272,variable 2
-2.9958800455228762,variable 2
-2.929988126481767,variable 2
-2.9992232064839506,variable 2
-2.9954592902386885,variable 2
-2.9698615516663183,variable 2
-2.849508313790561,variable 2
-2.989724216927619,variable 2
-2.841305255917692,variable 2
-2.962693091780347,variable 2
-2.9913278970936474,variable 2
-2.972898809283681,variable 2
-2.9704373622397187,variable 2
-2.9469192860322293,variable 2
-2.8643455684129533,variable 2
-2.9868083567217525,variable 2
-2.77504970772757,variable 2
-2.9948374784448935,variable 2
-2.9710361416105777,variable 2
-2.9447242070507573,variable 2
-2.9793481740204175,variable 2
-2.9985060757713407,variable 2
-2.9380821207419956,variable 2
-2.9458080034383047,variable 2
-2.995250328263474,variable 2
-2.9925957142691417,variable 2
-2.986570683749715,variable 2
-2.5754287002423277,variable 2
-2.95273567270383,variable 2
-2.997960964490942,variable 2
-2.998454555040754,variable 2
-2.999399584261386,variable 2
-2.9451039716209215,variable 2
-2.741734450027937,variable 2
-2.9985310169586086,variable 2
-2.991314185803198,variable 2
-2.954423325775359,variable 2
-2.8367655462693584,variable 2
-2.903560908918859,variable 2
-2.960877697837192,variable 2
-2.6265523124099794,variable 2
-2.8217154167048712,variable 2
-2.928169748503707,variable 2
-2.994128945124961,variable 2
-2.5495608556106504,variable 2
-2.9916584314504227,variable 2
-2.8899915350974386,variable 2
-2.8436099934100207,variable 2
-2.9970866390824304,variable 2
-2.9704484330728427,variable 2
-2.9983387248585576,variable 2
-2.992989571882622,variable 2
-2.9875622231945633,variable 2
-2.6189150472790437,variable 2
-2.982309367379162,variable 2
-2.997251810822602,variable 2
-2.991531912187969,variable 2
-2.994646856513633,variable 2
-2.974851856947892,variable 2
-2.9634664594620803,variable 2
-2.923436840092265,variable 2
-2.98412243899238,variable 2
-2.9857231287609562,variable 2
-2.9010654381506837,variable 2
-2.97592685393187,variable 2
-2.6973749196600347,variable 2
-2.993851792543996,variable 2
-2.9874846319244788,variable 2
-2.9842728178089803,variable 2
-2.970180887939014,variable 2
-2.9954993106641767,variable 2
-2.994781233522586,variable 2
-2.9505393084877083,variable 2
-2.99416127959274,variable 2
-2.977357094226898,variable 2
-2.9972310689168635,variable 2
-2.8798539604807463,variable 2
-2.919444595867006,variable 2
-2.7999331071551654,variable 2
-2.9300904267061254,variable 2
-2.929393489129508,variable 2
-2.9783087245908435,variable 2
-2.9156423691309694,variable 2
-2.942928918758563,variable 2
-2.951538257119437,variable 2
-2.9899536185875517,variable 2
-2.917613645494548,variable 2
-2.9310843680127574,variable 2
-2.9911507319509254,variable 2
-2.993494217359188,variable 2
-2.9708838222169067,variable 2
-2.9710416770271397,variable 2
-2.982700345939775,variable 2
-2.9854765800347765,variable 2
-2.9729143657129846,variable 2
-2.9075884970969934,variable 2
-2.940795588303222,variable 2
-2.982510797688451,variable 2
-2.961331881947376,variable 2
-2.6188847488265514,variable 2
-2.989185913573336,variable 2
-2.9794480023949665,variable 2
-2.9949965898583115,variable 2
-2.9294365317651883,variable 2
-2.941901997185553,variable 2
-2.9933874219948287,variable 2
-2.854624269846817,variable 2
-2.990699531875647,variable 2
-2.9650019013032503,variable 2
-2.8807718693414985,variable 2
-2.9939983856446717,variable 2
-2.976692382954748,variable 2
-2.956561345428408,variable 2
-2.989108322303252,variable 2
-2.9909617642820856,variable 2
-2.869138030271545,variable 2
-2.986945358281661,variable 2
-2.9905489144635053,variable 2
-2.9702856409255385,variable 2
-2.9947445375283084,variable 2
-2.992570725362766,variable 2
-2.9936950114137,variable 2
-2.997223934910174,variable 2
-2.997105408598359,variable 2
-2.8578632138660174,variable 2
-2.980844645256482,variable 2
-2.9912496059433082,variable 2
-2.9166449475962026,variable 2
-2.9829280297118097,variable 2
-2.9659384524289756,variable 2
-2.883418371087421,variable 2
-2.9746657206128106,variable 2
-2.989682224112321,variable 2
-2.985193398939797,variable 2
-2.982554993535915,variable 2
-2.98921487907207,variable 2
-2.9913778430936606,variable 2
-2.9665907090138615,variable 2
-2.9805434422449375,variable 2
-2.9923430415907313,variable 2
-2.941028155330672,variable 2
-2.975163749039694,variable 2
-2.9882926436788324,variable 2
-2.975422927423202,variable 2
-2.9132213719844695,variable 2
-2.946463043637841,variable 2
-2.9946372808792354,variable 2
-2.891179814858549,variable 2
-2.998814859758556,variable 2
-2.9897887920155974,variable 2
-2.989273748545334,variable 2
-2.9864515609490465,variable 2
-2.662991991450183,variable 2
-2.7866819561605807,variable 2
-2.8966262726635232,variable 2
-2.910744400323942,variable 2
-2.9846825340727827,variable 2
-2.984151595367547,variable 2
-2.940722355378362,variable 2
-2.9512575256053504,variable 2
-2.919038251753523,variable 2
-2.93097919509808,variable 2
-2.9875072030627012,variable 2
-2.977281873005859,variable 2
-2.975796933887632,variable 2
-2.904727322989231,variable 2
-2.798930846817321,variable 2
-2.963876971044354,variable 2
-2.9945573100162846,variable 2
-2.962001525784687,variable 2
-2.9874961322295777,variable 2
-2.9948176272958436,variable 2
-2.9882080090683645,variable 2
-2.6042269912206395,variable 2
-2.9184837875278986,variable 2
-2.856293197940252,variable 2
-2.9910706751935794,variable 2
-2.97205074051919,variable 2
-2.931528664723703,variable 2
-2.8729511846833806,variable 2
-2.98494899757349,variable 2
-2.8930681450727738,variable 2
-2.945957268809045,variable 2
-2.956603974498483,variable 2
-2.944602714201044,variable 2
-2.9886848629362612,variable 2
-2.9914047662145595,variable 2
-2.9809221999419164,variable 2
-2.9901074363612232,variable 2
-2.8867354670762277,variable 2
-2.996890545360086,variable 2
-2.9769213392363367,variable 2
-2.969754215485398,variable 2
-2.9902972756991075,variable 2
-2.9558846566600763,variable 2
-2.994911013590773,variable 2
-2.990750130036807,variable 2
-2.9949529586869623,variable 2
-2.9175581640779726,variable 2
-2.989907649179896,variable 2
-2.9851351339085714,variable 2
-2.971398759114495,variable 2
-2.937559755569883,variable 2
-2.9310168931936316,variable 2
-2.9606732691772657,variable 2
-2.9336840891261833,variable 2
-2.9534889824537105,variable 2
-2.9791615923069927,variable 2
-2.858993011473959,variable 2
-2.9691951384126387,variable 2
-2.860866320508212,variable 2
-2.8970099979196755,variable 2
-2.936701766002777,variable 2
-2.864676118676098,variable 2
-2.9868127150669763,variable 2
-2.987346214697691,variable 2
-2.733837624760627,variable 2
-2.9515735851659435,variable 2
-2.997898484271817,variable 2
-2.96013226174018,variable 2
-2.9888395086364614,variable 2
-2.9837038469744352,variable 2
-2.9976962347845024,variable 2
-2.9852722627194357,variable 2
-2.9815368904541173,variable 2
-2.9616322960029966,variable 2
-2.98843052008906,variable 2
-2.842409476083589,variable 2
-2.9651953227555308,variable 2
-2.9902731457366807,variable 2
-2.9798002330396454,variable 2
-2.9847677922129328,variable 2
-2.9878254895150147,variable 2
-2.7149656081874864,variable 2
-2.9353454935068775,variable 2
-2.763760448338599,variable 2
-2.8143962598749117,variable 2
-2.8906080659765823,variable 2
-2.8308915785404176,variable 2
-2.988841376839551,variable 2
-2.9775380609919138,variable 2
-2.294371193067091,variable 2
-2.990127029827088,variable 2
-2.98338756472467,variable 2
-2.9314333855708115,variable 2
-2.969998123754252,variable 2
-2.8950306252140567,variable 2
-2.744342636511174,variable 2
-2.995270481633543,variable 2
-2.7105487338864465,variable 2
-2.89685767057282,variable 2
-2.95821301511101,variable 2
-2.9487998006518343,variable 2
-2.9560167940522133,variable 2
-2.8107495656191706,variable 2
-2.9781126944939764,variable 2
-2.944027889822548,variable 2
-2.9508173645504567,variable 2
-2.968225963323211,variable 2
-2.957840328875243,variable 2
-2.9346162023748374,variable 2
-2.977348679757469,variable 2
-2.9133620638220865,variable 2
-2.963681004572965,variable 2
-2.88803479715552,variable 2
-2.982678935966521,variable 2
-2.986703915500069,variable 2
-2.97814695204182,variable 2
-2.7458544223997263,variable 2
-2.9662924168679226,variable 2
-2.880863649093115,variable 2
-2.965848120156977,variable 2
-2.9849901664388514,variable 2
-2.9962204100159595,variable 2
-2.9385233316172714,variable 2
-2.903348081695873,variable 2
-2.9476709574260584,variable 2
-2.9892212098071034,variable 2
-2.9789947981171396,variable 2
-2.9724231929313265,variable 2
-2.9251780904709097,variable 2
-2.994164664468155,variable 2
-2.9343525224887803,variable 2
-2.990724027684571,variable 2
-2.9856595828150794,variable 2
-2.9943239413078153,variable 2
-2.9727916321664556,variable 2
-2.963191040675383,variable 2
-2.9665799085890177,variable 2
-2.8224249362197087,variable 2
-2.882593403143254,variable 2
-2.923946607419788,variable 2
-2.945151388508195,variable 2
-2.955847149440958,variable 2
-2.938955825802099,variable 2
-2.9495182754526614,variable 2
-2.9779690575920594,variable 2
-2.9696532100395117,variable 2
-2.861404093385074,variable 2
-2.991902753284882,variable 2
-2.912760166802819,variable 2
-2.861920340172185,variable 2
-2.8947690767815035,variable 2
-2.9825338221582025,variable 2
-2.9941501872860177,variable 2
-2.9904808192959713,variable 2
-2.9361231718147263,variable 2
-2.973376048085718,variable 2
-2.8648963423608698,variable 2
-2.7487328580995953,variable 2
-2.9926067055704184,variable 2
-2.984830511027599,variable 2
-2.9845850280281714,variable 2
-2.9323578160430306,variable 2
-2.956261192237246,variable 2
-2.9476902041330697,variable 2
-2.9906798716030303,variable 2
-2.9688486976864326,variable 2
-2.9759644756768484,variable 2
-2.9957596788441183,variable 2
-2.7628828144052457,variable 2
-2.9873010254974557,variable 2
-2.995728680511371,variable 2
-2.966338449901056,variable 2
-2.979877506182341,variable 2
-2.9956180994310873,variable 2
-2.9950248427516946,variable 2
-2.7573355825920602,variable 2
-2.9710292382462447,variable 2
-2.9538648976824726,variable 2
-2.864037875602681,variable 2
-2.9354542294483075,variable 2
-2.872962494112046,variable 2
-2.977200257424309,variable 2
-2.9537868292213054,variable 2
-2.9797420316338976,variable 2
-2.783040447381274,variable 2
-2.976580958836884,variable 2
-2.9927635550981035,variable 2
-2.990323518027395,variable 2
-2.9953758454246535,variable 2
-2.987844863472982,variable 2
-2.9741350205031165,variable 2
-2.981297340530487,variable 2
-2.9684905975914333,variable 2
-2.989446809844743,variable 2
-2.877002012067254,variable 2
-2.833476665793967,variable 2
-2.97271295926325,variable 2
-2.4512435225324367,variable 2
-2.7581003099339183,variable 2
-2.918237715992802,variable 2
-2.966648528666743,variable 2
-2.977153985795634,variable 2
-2.974846989598846,variable 2
-2.983285064080057,variable 2
-2.9923240175728916,variable 2
-2.903732824959669,variable 2
-2.978452645421455,variable 2
-2.9684195120264465,variable 2
-2.9881039305119037,variable 2
-2.8976157243973835,variable 2
-2.964199361339981,variable 2
-2.93751314990745,variable 2
-2.9982570615578994,variable 2
-2.992159959278581,variable 2
-2.986748389708998,variable 2
-2.988121300267322,variable 2
-2.9870390467976096,variable 2
-2.992522751752562,variable 2
-2.9984039473357726,variable 2
-2.956125232544535,variable 2
-2.9940809715147574,variable 2
-2.98958021656516,variable 2
-2.9819857681994586,variable 2
-2.991844535972765,variable 2
-2.9818567993561125,variable 2
-2.8513217830630144,variable 2
-2.9785924146896448,variable 2
-2.9626960821778003,variable 2
-2.9607267145785534,variable 2
-2.973708717077271,variable 2
-2.9363031523848373,variable 2
-2.7716437850046316,variable 2
-2.9907025222731,variable 2
-2.936205884935767,variable 2
-2.9928955016138072,variable 2
-2.982145452242176,variable 2
-2.994826980241069,variable 2
-2.9910441529131906,variable 2
-2.9987267384719085,variable 2
-2.955393047248577,variable 2
-2.998032444533891,variable 2
-2.954176446196695,variable 2
-2.9784297879685826,variable 2
-2.945682024992412,variable 2
-2.93679979695758,variable 2
-2.9774714928358454,variable 2
-2.882600751885931,variable 2
-2.8091408590404017,variable 2
-2.9666297591508144,variable 2
-2.972940134031463,variable 2
-2.977330339713515,variable 2
-2.9884703973572235,variable 2
-2.995875846241346,variable 2
-2.972765959286194,variable 2
-2.966615316167371,variable 2
-2.9306756697565985,variable 2
-2.994529340256277,variable 2
-2.915404250780588,variable 2
-2.8931004564763176,variable 2
-2.9949618662538438,variable 2
-2.975287214279217,variable 2
-2.9313491136255663,variable 2
-2.936331815662552,variable 2
-2.986414674078336,variable 2
-2.9907689472718437,variable 2
-2.9405449039209905,variable 2
-2.833988084202637,variable 2
-2.977126308712824,variable 2
-2.9946188294906957,variable 2
-2.9751461884078423,variable 2
-2.971817462477026,variable 2
-2.9563146217321643,variable 2
-2.9785817892348647,variable 2
-2.9939494258395634,variable 2
-2.997584979274155,variable 2
-2.931815307839989,variable 2
-2.9960112730706814,variable 2
-2.9920056993078394,variable 2
-2.99375161422932,variable 2
-2.9842582157618427,variable 2
-2.9986043994033413,variable 2
-2.8998917389631123,variable 2
-2.979918258300823,variable 2
-2.9298193980773912,variable 2
-2.9636695837997133,variable 2
-2.9896462120919294,variable 2
-2.948989468200929,variable 2
-2.985918936168651,variable 2
-2.963049633051142,variable 2
-2.9866775904586604,variable 2
-2.997416107712454,variable 2
-2.831255597395482,variable 2
-2.9970331936811427,variable 2
-2.951277567630833,variable 2
-2.87883525295691,variable 2
-2.789069056833823,variable 2
-2.9756353092678443,variable 2
-2.9567018304832224,variable 2
-2.95002425706426,variable 2
-2.9973025203283474,variable 2
-2.992053450228871,variable 2
-2.985596195932897,variable 2
-2.998223492755852,variable 2
-2.9819862740220064,variable 2
-2.9935470074180555,variable 2
-2.835412127376135,variable 2
-2.909268527836291,variable 2
-2.8763726447479794,variable 2
-2.5489503214327818,variable 2
-2.8552296599048117,variable 2
-2.972338777828756,variable 2
-2.9832315709596604,variable 2
-2.9021015949617857,variable 2
-2.97478174167144,variable 2
-2.968858432384524,variable 2
-2.9990424194609093,variable 2
-2.994554647290042,variable 2
-2.8335171467088505,variable 2
-2.826253379833841,variable 2
-2.9793895146745686,variable 2
-2.9577317997166155,variable 2
-2.9877210960124394,variable 2
-2.939926146150126,variable 2
-2.799949299839246,variable 2
-2.875466220285956,variable 2
-2.9894707489307364,variable 2
-2.938504784790515,variable 2
-2.8207450009186275,variable 2
-2.919126977482209,variable 2
-2.970109245651097,variable 2
-2.8601216001978242,variable 2
-2.8839317173480663,variable 2
-2.959844101951569,variable 2
-2.9625932634057985,variable 2
-2.9695043582343765,variable 2
-2.579081979735013,variable 2
-2.8718474258021973,variable 2
-2.9094153436261387,variable 2
-2.8771905025450106,variable 2
-2.9879203073831926,variable 2
-2.980425353358282,variable 2
-2.9709106403557675,variable 2
-2.902193374713402,variable 2
-2.888892564033454,variable 2
-2.9749922465644896,variable 2
-2.9430388953968087,variable 2
-2.9161186058317323,variable 2
-2.954220436851993,variable 2
-2.8906339138269077,variable 2
-2.90649509326231,variable 2
-2.988458690269322,variable 2
-2.4933204992261366,variable 2
-2.9653514215025782,variable 2
-2.974660426973064,variable 2
-2.9448767531101927,variable 2
-2.9794777950249105,variable 2
-2.9815158304209906,variable 2
-2.9779856185085927,variable 2
-2.9559318031390696,variable 2
-2.9936796538140142,variable 2
-2.984138059047161,variable 2
-2.9914183088974933,variable 2
-2.961820627417059,variable 2
-2.9699741051364117,variable 2
-2.941246211772609,variable 2
-2.987434421878733,variable 2
-2.865733972570422,variable 2
-2.987849810353875,variable 2
-2.967782461930737,variable 2
-2.878251298322361,variable 2
-2.925611558920865,variable 2
-2.982196050403336,variable 2
-2.9132428137704625,variable 2
-2.9064409479807667,variable 2
-2.992834972310893,variable 2
-2.973282604527859,variable 2
-2.9866063140172403,variable 2
-2.9966946107014354,variable 2
-2.564274680782851,variable 2
-2.9291418185523717,variable 2
-2.985742789033573,variable 2
-2.9450519418865126,variable 2
-2.998441919020878,variable 2
-2.801104138049265,variable 2
-2.8734568163548517,variable 2
-2.9758860572755537,variable 2
-2.854515622981056,variable 2
-2.8964498074010563,variable 2
-2.99487704712949,variable 2
-2.9151575748034526,variable 2
-2.9917963396733893,variable 2
-2.9734470700252276,variable 2
-2.912217695979746,variable 2
-2.9737414969233944,variable 2
-2.87321927063377,variable 2
-2.993774869341428,variable 2
-2.9982914320409657,variable 2
-2.9835332034431796,variable 2
-2.948772839355649,variable 2
-2.972966077320005,variable 2
-2.9460101097682947,variable 2
-2.9611737949041492,variable 2
-2.965649942700237,variable 2
-2.9062292978291184,variable 2
-2.8858733442390254,variable 2
-2.9735579533265306,variable 2
-2.972820740822514,variable 2
-2.996499038708008,variable 2
-2.9946787965034503,variable 2
-2.988401518800995,variable 2
-2.9280725096861016,variable 2
-2.9930803654393334,variable 2
-2.957729890952284,variable 2
-2.9787611971756767,variable 2
-2.9958452932869433,variable 2
-2.9391703518253403,variable 2
-2.9670020827213586,variable 2
-2.9913969784560863,variable 2
-2.9754467869773484,variable 2
-2.786936358656667,variable 2
-2.8299043974407936,variable 2
-2.9733482278455834,variable 2
-2.863239216793553,variable 2
-2.9710711674360644,variable 2
-2.987239705647981,variable 2
-2.9074733827014216,variable 2
-2.7529957969198304,variable 2
-2.965334185360663,variable 2
-2.8812420934346163,variable 2
-2.9769886231790297,variable 2
-2.966737477084601,variable 2
-2.9351490816571437,variable 2
-2.987225119507213,variable 2
-2.9938074773987613,variable 2
-2.962951633909078,variable 2
-2.94496060751324,variable 2
-2.980676451306119,variable 2
-2.856827963717973,variable 2
-2.9061236636297276,variable 2
-2.9895541301192936,variable 2
-2.968004546660732,variable 2
-2.972986421566507,variable 2
-2.901608274820254,variable 2
-2.9336314549497366,variable 2
-2.891143792499017,variable 2
-2.9174421112066042,variable 2
-2.9865926345395297,variable 2
-2.935872376087908,variable 2
-2.989499491740298,variable 2
-2.9296099430047247,variable 2
-2.963940628334817,variable 2
-2.9730500788569696,variable 2
-2.9678749415626084,variable 2
-2.992914557444385,variable 2
-2.988671978777022,variable 2
-2.9987362568433764,variable 2
-2.993494366879061,variable 2
-2.9174955566078924,variable 2
-2.975279630122272,variable 2
-2.9332194481687357,variable 2
-2.9931129098711895,variable 2
-2.6681439022639015,variable 2
-2.98716035911003,variable 2
-2.959530746473779,variable 2
-2.9695716739898086,variable 2
-2.9729310674008875,variable 2
-2.9903321106481613,variable 2
-2.9595853164553856,variable 2
-2.996678720238374,variable 2
-2.995161300313769,variable 2
-2.997457658330682,variable 2
-2.9972098052822083,variable 2
-2.997373144608621,variable 2
-2.9666163978004922,variable 2
-2.790597685976966,variable 2
-2.990597794736767,variable 2
-2.969577527533759,variable 2
-2.9882846523188307,variable 2
-2.9852058536270616,variable 2
-2.9580036395701907,variable 2
-2.9423761406080984,variable 2
-2.988572271290881,variable 2
-2.984929082798963,variable 2
-2.998832204063784,variable 2
-2.992123788194495,variable 2
-2.871811986411105,variable 2
-2.7456351340094773,variable 2
-2.9711130242519035,variable 2
-2.982394625519312,variable 2
-2.996356613076123,variable 2
-2.952841561405132,variable 2
-2.854030399181565,variable 2
-2.9493094693598674,variable 2
-2.959098983981945,variable 2
-2.895117986971564,variable 2
-2.9877464523559496,variable 2
-2.7572889260292452,variable 2
-2.9896076836838934,variable 2
-2.9739146695673893,variable 2
-2.948558532840306,variable 2
-2.993748477493268,variable 2
-2.9446951938329153,variable 2
-2.944474349799736,variable 2
-2.93058758028269,variable 2
-2.933311323358569,variable 2
-2.993420316366812,variable 2
-2.991485147461842,variable 2
-2.9880573884749486,variable 2
-2.9886670159897597,variable 2
-2.981261217165509,variable 2
-2.352405144510773,variable 2
-2.972514097832624,variable 2
-2.9854104095379435,variable 2
-2.955811789581713,variable 2
-2.9806873312628097,variable 2
-2.9712915501845303,variable 2
-2.8612379410172277,variable 2
-2.866933216591981,variable 2
-2.975191553373459,variable 2
-2.958159426552397,variable 2
-2.9850563973798883,variable 2
-2.9783447047984963,variable 2
-2.987194976937141,variable 2
-2.603279321542682,variable 2
-2.9869418747867558,variable 2
-2.9593022991960116,variable 2
-2.9892394544128407,variable 2
-2.989500716530744,variable 2
-2.8717534191588605,variable 2
-2.582131517069577,variable 2
-2.8456138142054552,variable 2
-2.9616024556539444,variable 2
-2.993917263160574,variable 2
-2.970684928973542,variable 2
-2.9758931833290587,variable 2
-2.6510916888795224,variable 2
-2.9927361834175867,variable 2
-2.9610451919073,variable 2
-2.796261328554832,variable 2
-2.931815011186199,variable 2
-2.9585657388531414,variable 2
-2.9882013729310377,variable 2
-2.954170538571088,variable 2
-2.962911963423717,variable 2
-2.953900050758915,variable 2
